0;0;0.01;-64.289;-12.6414;0.00199631;0.7;0;5.26904;0;0;0;0
100;0;0.03;-71.9972;-9.8738;0.00795007;0.7;0;1.38763;0;0;0;0
200;0;0.03;-69.4331;-10.7533;0.013846;0.7;0;4.62159;0;0;0;0
300;0;0.02;-64.0508;-12.4391;0.0176877;0.7;0;3.49102;0;0;0;0
400;0;0.03;-62.1127;-12.6839;0.0234791;0.7;0;5.7835;0;0;0;0
500;0;0.02;-59.2893;-12.4966;0.0272268;0.7;0;4.42783;0;0;0;0
600;0;0.03;-66.5549;-11.5579;0.0329267;0.7;0;4.85063;0;0;0;0
700;0;0.02;-66.6395;-12.0416;0.0365812;0.7;0;4.21831;0;0;0;0
800;0;0.03;-64.8717;-12.1923;0.0421872;0.7;0;5.31689;0;0;0;0
900;0;0.03;-63.6202;-12.2534;0.0477398;0.7;0;5.49541;0;0;0;0
1000;1;0.03;-65;-8.82974;0.0532462;0.7;0;3.44159;0;0;0;0
1100;0;0.03;-71.1166;-10.3834;0.0586914;0.7;0;2.55875;0;0;0;0
1200;0;0.03;-70.1367;-9.21582;0.0640862;0.7;0;1.05644;0;0;0;0
1300;0;0.03;-67.9279;-10.6227;0.0694241;0.7;0;5.01329;0;0;0;0
1400;0;0.01;-62.4183;-12.4202;0.0707245;0.7;0;4.57363;0;0;0;0
1500;0;0.03;-66.642;-9.45965;0.075995;0.7;0;4.91789;0;0;0;0
1600;0;0.02;-62.2864;-12.5232;0.0792201;0.7;0;3.64239;0;0;0;0
1700;0;0.02;-59.9324;-12.3033;0.0824089;0.7;0;4.04885;0;0;0;0
1800;0;0.03;-65.032;-12.1922;0.0875611;0.7;0;4.77163;0;0;0;0
1900;0;0.01;-61.4538;-12.4286;0.0886796;0.7;0;4.91479;0;0;0;0
2000;0;0.02;-65.9084;-12.5191;0.0917773;0.7;0;2.84928;0;0;0;0
2100;0;0.02;-62.0532;-12.5226;0.0948432;0.7;0;3.29915;0;0;0;0
2200;0;0.03;-68.1468;-11.9255;0.0998689;0.7;0;2.95175;0;0;0;0
2300;0;0.03;-65.44;-12.4029;0.104849;0.7;0;3.90183;0;0;0;0
2400;0;0.03;-64.1488;-12.365;0.109777;0.7;0;6.38164;0;0;9.58125e-05;0
2500;0;0.02;-65.7493;-12.103;0.11267;0.7;0;3.8315;0;0;0.000432894;0
2600;0;0.02;-63.2771;-12.6452;0.115527;0.7;0;4.99327;0;0;0.000932853;0
2700;0;0.02;-61.6327;-12.1228;0.118351;0.7;0;3.5698;0;0;0.00160216;0
2800;0;0.02;-60.2482;-12.3116;0.121148;0.7;0;4.59108;0;0;0.00242474;0
2900;1;0.03;-65;-8.62141;0.125922;0.7;0;2.65525;0;0;0.00337412;0
3000;0;0.02;-65.0431;-12.4107;0.128654;0.7;0;3.09093;0;0;0.00443892;0
3100;0;0.03;-70.1108;-10.7692;0.13335;0.7;0;2.77565;0;0;0.00569542;0
3200;1;0.03;-65;-8.75192;0.137998;0.7;0;3.4904;0;0;0.00712706;0
3300;0;0.02;-64.1575;-12.7756;0.140608;0.7;0;3.06172;0;0;0.00878151;0
3400;0;0.03;-60.7844;-12.6762;0.145175;0.7;0;4.16902;0;0;0.010619;0
3500;0;0.03;-69.5465;-9.73835;0.149706;0.7;0;4.16063;0;0;0.0126626;0
3600;0;0.02;-63.8954;-12.5161;0.152199;0.7;0;4.13987;0;0;0.0148807;0
3700;0;0.02;-56.4822;-12.0748;0.154666;0.7;0;4.00542;0;0;0.0172735;0
3800;1;0.03;-65;-8.75462;0.159101;0.7;0;4.91003;0;0;0.01979;0
3900;0;0.02;-60.0673;-12.4007;0.161501;0.7;0;4.78376;0;0;0.0224629;0
4000;0;0.03;-63.374;-12.562;0.16586;0.7;0;3.16429;0;0;0.0252981;0
4100;0;0.03;-70.0737;-11.3656;0.170183;0.7;0;1.89483;0;0;0.0283295;0
4200;0;0.03;-67.4397;-9.93824;0.174468;0.7;0;5.20808;0;0;0.0315301;0
4300;0;0.02;-62.2504;-12.5803;0.176712;0.7;0;4.3223;0;0;0.0349101;0
4400;0;0.03;-64.4167;-12.359;0.180925;0.7;0;2.56076;0;0;0.038483;0
4500;0;0.03;-67.0604;-12.271;0.185097;0.7;0;2.98327;0;0;0.0422052;0
4600;0;0.03;-64.9372;-12.443;0.189228;0.7;0;3.76355;0;0;0.0461126;0
4700;0;0.02;-58.773;-12.3744;0.191326;0.7;0;5.05828;0;0;0.0502126;0
4800;0;0.03;-67.7975;-11.8444;0.195388;0.7;0;3.88903;0;0;0.0544665;0
4900;0;0.03;-64.487;-12.1045;0.199416;0.7;0;4.10439;0;0;0.0588846;0
5000;0;0.03;-64.614;-11.8664;0.2034;0.7;0;6.37594;0;0;0.0634573;0
5100;0;0.02;-69.8566;-10.1794;0.205364;0.7;0;3.98196;0;0;0.0682279;0
5200;0;0.03;-65.7438;-11.9156;0.209296;0.7;0;4.33344;0;0;0.0730909;0
5300;0;0.03;-65.0564;-12.4823;0.213185;0.7;0;3.75056;0;0;0.0780931;0
5400;0;0.02;-63.8247;-12.4409;0.215043;0.7;0;4.19125;0;0;0.0832904;0
5500;0;0.03;-64.2818;-12.4305;0.218871;0.7;0;3.66398;0;0;0.0886239;0
5600;0;0.02;-59.1652;-12.2302;0.220669;0.7;0;5.15006;0;0;0.0940886;0
5700;0;0.03;-62.8568;-12.7296;0.224437;0.7;0;3.2013;0;0;0.099683;0
5800;0;0.03;-62.1084;-12.4429;0.228171;0.7;0;2.98406;0;0;0.105404;0
5900;0;0.03;-66.0147;-11.7507;0.231875;0.7;0;4.44141;0;0;0.111272;0
6000;0;0.02;-69.1013;-11.4404;0.233558;0.7;0;3.82012;0;0;0.117267;0
6100;0;0.02;-22.6277;-11.5987;0.235213;0.7;0;4.85339;0;0;0.123349;0
6200;0;0.03;-69.6549;-11.0544;0.238842;0.7;0;3.73267;0;0;0.129547;0
6300;0;0.02;-63.0032;-12.6653;0.240444;0.7;0;2.69441;0;0;0.135851;0
6400;0;0.03;-65.9122;-12.4938;0.244021;0.7;0;2.18316;0;0;0.142264;0
6500;0;0.02;-58.0187;-12.4711;0.245569;0.7;0;5.54801;0;0;0.14878;0
6600;0;0.02;-54.7071;-12.021;0.247098;0.7;0;2.1783;0;0;0.155413;0
6700;0;0.04;-68.5753;-11.0391;0.252601;0.7;0;4.2071;0;0;0.162115;0
6800;0;0.02;-19.7947;-10.9218;0.254062;0.7;0;2.64567;0;0;0.168927;0
6900;0;0.04;-68.2653;-12.0021;0.259489;0.7;0;2.34608;0;0;0.175895;0
